CID,Atom number,Atom type,CEH-v2,EEQ,HirshfeldAPC
Ac_Ac1C7H5N4O3S1,1,89,0.7694031074419097,0.7558208611674513,0.816076
Ac_Ac1C8Cl1F1H11N3O1S1,1,89,0.6570120676025282,0.7065491525230652,0.400568
Ac_Ac1C8F1H14N5O5P1,1,89,0.5693798919072289,0.7609140506738923,0.565815
Ac_Ac1C8H10N2O3S1,1,89,0.7750524608598849,0.7444543556703758,0.763502
Ac_Ac1C8H13N3O10,1,89,0.6656578845057046,0.7818447287535271,0.310794
Ac_Ac1C8H14N3O3,1,89,0.8164626148279416,0.7218032808488628,0.620205
Ac_Ac1C8H21N4O4,1,89,0.7893762310081288,0.7145312803359036,0.785857
Ac_Ac1C8H22N2O2,1,89,1.259766364386834,0.6778003735217943,1.086219
Ac_Ac1C8H6N1O7,1,89,0.6733529349398061,0.767666243603816,0.750001
Ac_Ac1C9Cl1H15O3,1,89,1.0472596210497025,0.6656739181571398,0.915377
Ac_Ac1C9Cl1H21N1O6P1,1,89,0.6635191380339954,0.662323138106903,0.589746
Ac_Ac1C9F3H9I1N4O2P1,1,89,0.4685648426176813,0.6946951309299869,0.415154
Ac_Ac1C9H21N3O2S1,1,89,0.7597115406855388,0.682607020554876,0.618068
Ac_Ac1C9H6N2O3,1,89,0.7174453102049079,0.6540663058073097,0.678631
Ac_Ac1C9H9N1O4,1,89,1.1514604390544911,0.73695995199843,1.130715
Ac_Ac1F1H3I1N2O3,1,89,0.7600423385387391,0.7135382927906786,0.766669
Ac_AcAlGaBe,1,89,0.2147649460078481,0.3947017906329897,0.757828
Ac_AcAlPCl,1,89,0.3143094154238541,0.2261474657930053,0.233321
Ac_AcAlSLiKI,1,89,0.6207164527755695,0.3221334076167164,0.340837
Ac_AcAlSb,1,89,0.2154761855614293,0.2137411397696003,0.381485
Ac_AcBPOTe,1,89,0.4682353444414657,0.5936602383742968,0.531803
Ac_AcBSrO,1,89,0.7785850796126326,0.1238278093125841,-0.030786
Ac_AcBe,1,89,0.881960178091838,0.4579066477317663,0.750421
Ac_AcBeBCTeClI,1,89,0.6606189618108351,0.5687038019391251,0.884566
Ac_AcBeMg,1,89,-0.512449419692898,-0.4683429747390359,-0.506359
Ac_AcBr1,1,89,0.3746702997739923,0.4126343141895041,0.712511
Ac_AcBr2,1,89,0.7082253604143434,0.5236483432836134,0.578424
Ac_AcBr4,1,89,-1.2725981950651026,0.6788006305573822,0.208084
Ac_AcBrIS,1,89,-0.135452821572747,0.4822487901079373,0.095842
Ac_AcCO,1,89,0.6376103125885058,0.6328164269288006,0.861777
Ac_AcCaAlSb,1,89,-0.0302863118878237,0.1220407336228468,0.192318
Ac_AcCaOI,1,89,0.6366251109532295,0.4616598286749467,0.512957
Ac_AcCaP,1,89,-0.5725476688399512,-0.6044329030775412,-0.792754
Ac_AcCaSiGeTe,1,89,0.3429350555032411,0.2391479938342107,0.494049
Ac_AcCl1,1,89,0.2616280062282284,0.3023184031683852,0.291839
Ac_AcCl2,1,89,0.6314328573867496,0.4432793382639282,0.615323
Ac_AcCl3,1,89,1.006105894714694,0.5243102678631979,0.921431
Ac_AcCl4,1,89,-1.5684823336212248,0.6876056704641307,0.311342
Ac_AcCl5,1,89,0.6503615123442059,0.5428496658500483,0.65207
Ac_AcCl6,1,89,0.2888104429436781,0.6243593895059241,0.291323
Ac_AcF1,1,89,0.2867491458655394,0.4067497327106335,0.335113
Ac_AcF2,1,89,0.6433154421809955,0.6088374737194646,0.715426
Ac_AcF3,1,89,1.0563930030378852,0.7255974692520424,1.119157
Ac_AcFBr,1,89,1.963251033731837,1.0098084657322612,1.817745
Ac_AcFLi,1,89,-0.3341981543193548,-0.2692156872994167,-0.193213
Ac_AcGaCSiPFO,1,89,0.6666813278349221,0.6766084448285752,0.826451
Ac_AcGaSi,1,89,0.0532190957537896,0.1959083158338608,0.295587
Ac_AcGeSeTeFAs,1,89,0.4543586377155078,0.4886037721685936,0.503318
Ac_AcH0Li3,1,89,-0.3238001311558932,-0.3945921423506386,-0.078838
Ac_AcH1,1,89,0.362541206587576,0.1175026637682106,0.272425
Ac_AcH1Li2,1,89,0.2209113615414633,-0.2040879158929025,0.091169
Ac_AcH2,1,89,0.5357346516349024,0.1896034286814367,0.562808
Ac_AcH2Li1,1,89,0.022252468364972,-0.018050877533688,0.464616
Ac_AcH2Li2,1,89,0.1814717533338168,-0.107492395015935,0.574413
Ac_AcH2Li3,1,89,-0.1842414739450871,-0.1971628179474926,0.103849
Ac_AcH3,1,89,0.8845571358330755,0.237917801545608,0.833572
Ac_AcH3Li1,1,89,0.3267460186440505,0.0870781798665798,0.576846
Ac_AcH3Li2,1,89,-0.0777274560855044,-0.0263611957909031,0.281016
Ac_AcH4,1,89,0.7632666996692384,0.2714279746440149,0.757396
Ac_AcH4Li1,1,89,0.0416954577545136,0.1014184504986237,0.328062
Ac_AcH5,1,89,0.7392978917783538,0.2926359743917377,0.605705
Ac_AcH6,1,89,0.6381860320321066,0.3094966243344532,0.502801
Ac_AcHInHN,1,89,0.238292609324062,0.2276836114521994,0.265375
Ac_AcHMgBSnTeSr,1,89,0.4805245396005008,0.365417793287627,0.57596
Ac_AcI1,1,89,0.343472471625465,0.4396930270254955,0.286739
Ac_AcI3,1,89,0.9272094522730364,0.5660930550343499,0.798883
Ac_AcInGeSeBrLi,1,89,0.4777425002438012,0.3076943530233955,0.31061
Ac_AcInSe,1,89,0.4492379456527622,0.2828128071057796,0.396524
Ac_AcKAs,1,89,-0.4185048761051161,-0.2896296261714373,-0.413941
Ac_AcKInCPNa,1,89,-0.6618184087731469,0.0099021511849297,0.137446
Ac_AcKMgTe,1,89,-1.0793046187451116,-0.5470547343212597,-0.725826
Ac_AcKSnIBr,1,89,0.2273514449918698,0.325880955920484,-0.240194
Ac_AcKTeSb,1,89,0.2639994836865629,0.1935122326999823,0.321828
Ac_AcLiPI,1,89,-0.2013734864613333,0.1293655297750058,-0.181684
Ac_AcMgCSnP,1,89,0.495235288702589,0.3275292134998453,0.529832
Ac_AcN,1,89,1.7347274543511602,1.9692267333019755,2.675922
Ac_AcNAsSNaSCl,1,89,-0.1947811019930487,0.4335140543486069,-0.062949
Ac_AcNaLi,1,89,-0.7861937750911097,-0.831535158397545,-0.526332
Ac_AcO1,1,89,0.5526573387346577,0.52142215731911,0.563863
Ac_AcO2,1,89,0.7328745365992908,0.7653988227775903,1.00698
Ac_AcONa,1,89,1.3292504762897477,0.9754218863923958,1.398716
Ac_AcOSeSe,1,89,1.1030764562411848,0.7329263210337782,1.099656
Ac_AcS1,1,89,0.5294654232811589,0.3973846995950461,0.534398
Ac_AcS2,1,89,0.8046617068305775,0.513485645374931,0.759272
Ac_AcS3,1,89,0.5998323449340872,0.5789608315337413,0.755418
Ac_AcS4,1,89,0.4124290085277684,0.5798702283956365,0.627914
Ac_AcSbO,1,89,1.292924602663865,1.1926912338015918,2.011715
Ac_AcSeCl,1,89,1.7414677159120626,0.979203905140802,1.639752
Ac_AcSeO,1,89,-0.2789512023351299,0.1599010179623012,0.043391
Ac_AcSiCl,1,89,1.417283135780859,1.265312841437537,1.864684
Ac_AcSiF,1,89,1.8337634567109808,1.0938547338787137,1.704374
Ac_AcSiNa,1,89,0.610925439775492,0.7186821478431364,1.356013
Ac_AcSiSnSbSr,1,89,-0.4528263607057625,-0.0805392704019984,-1.200837
Ac_AcSrCaI,1,89,0.0558479833131793,0.0886698846805136,0.101578
Ac_AcSrClBr,1,89,0.3177569285540396,0.2585727541406926,0.222113
Ac_AcSrTeKSe,1,89,0.0167606185236857,0.0828321164803791,0.157347
Am_Am1Br1C14H18I1N2O5P1,1,95,0.2704605320165698,0.7630637754590262,0.472369
Am_Am1Br1C17H23N2O7P1,1,95,0.3532939085793922,0.7687283700783583,0.473248
Am_Am1Br1C1Cl1F1I1N1S1,1,95,0.1363450460121504,0.6823118107664665,0.356221
Am_Am1Br1C2H1N2O1,1,95,0.5616484253423268,0.6763132426915739,0.659723
Am_Am1Br1C2N5,1,95,0.5172633911845994,0.6765240687638792,0.679973
Am_Am1Br1C4Cl1H4N3O2S1,1,95,0.195275916559914,0.7602239324718449,0.465689
Am_Am1Br1C4H13N3O3S1,1,95,0.5581362044143263,0.7688042989506978,0.601665
Am_Am1Br1C6Cl1H18O6P2,1,95,0.343663042991438,0.722186740793175,0.548348
Am_Am1Br1C7H15N2O4P1,1,95,0.7513940373188313,0.7502490139260627,0.776929
Am_Am1Br1C7H8N1O5S1,1,95,0.5799441839877344,0.7762234129519354,0.584138
Am_Am1Br2C17H28O5P1,1,95,0.2876088131574683,0.7604939831175439,0.416072
Am_Am1Br2C2H7N2O2,1,95,0.2698943425148656,0.7336029913082576,0.604308
Am_Am1Br2C4H9N2O4,1,95,0.1697152288487997,0.7439990950680684,0.3371
Am_Am1C10F3H17N3O2P2,1,95,0.6793353966623201,0.7670205776318133,0.616471
Am_Am1C10H19N1O9P1S1,1,95,0.6032805449143828,0.812997653711935,0.408374
Am_Am1C11Cl1F4H16N1O4P1,1,95,0.3789361463022394,0.8081269497586212,0.524192
Am_Am1C11F1H15N1O6P1,1,95,0.4431638078040869,0.780509120456446,0.532832
Am_Am1C11H19N1O3,1,95,1.3787471968795604,0.7546990619171696,1.08997
Am_Am1C11H19N3O2,1,95,1.4964971631570283,0.8138506969471144,1.157236
Am_Am1C11H25O5P2,1,95,1.1499444462649278,0.7444862454233827,0.76471
Am_Am1C12F4H12N3O2P1,1,95,0.8533158180043268,0.8028186371612818,0.614774
Am_Am1C12H18N2O4P1,1,95,1.020674428313932,0.7672414916217771,0.850456
Am_Am1C12H20N1O7P1S1,1,95,0.5078923466998706,0.8517820007462804,0.68293
Am_Am1C13Cl1H27N4O3P2,1,95,0.6176077884521434,0.7599274783649792,0.537435
Am_Am1C13F1H10N2O2S1,1,95,0.6758339559186746,0.7821382331388678,0.662662
Am_Am1C13H17N1O5,1,95,1.0861816517787335,0.7937363102274269,0.839628
Am_Am1C13H22N1O7,1,95,0.4959332666359537,0.8338074220232714,0.614648
Am_Am1C14F2H10O7S1,1,95,0.5594453524181511,0.8075151228270461,0.462433
Am_Am1C14F3H18N2O6P1,1,95,0.304635411028348,0.8460996670120344,0.469184
Am_Am1C14H17N3O5,1,95,0.5281064271459934,0.8365792604407294,0.594598
Am_Am1C15H19N2O4,1,95,0.5906087126163788,0.7248420021934192,0.671818
Am_Am1C16H16N1O5,1,95,0.9295127787033012,0.7742641661916447,0.760985
Am_Am1C17Cl1H20O4P1,1,95,0.7628399543455586,0.7170288734497827,0.701023
Am_Am1C19H18I1N5O1,1,95,0.7674535793106783,0.787128092173863,0.506693
Am_Am1C20Cl1H24N4O3,1,95,0.4909762262565937,0.7895117400184497,0.424194
Am_Am1C20H20N3O2,1,95,1.181489834552114,0.7979189174241472,0.735794
Am_Am1C22H22N4O3P1S1,1,95,0.5803777441373834,0.8287542092132203,0.466234
Am_Am1C23H31N2O7P1,1,95,0.7284044414749045,0.8001071146018315,0.507631
Am_Am1C25H33N7O3P1,1,95,0.7277181095345304,0.774045784313518,0.447672
Am_Am1C25H36O12P2,1,95,1.1060680793257025,0.7449823893175811,0.443263
Am_Am1C2F3H9N2O1P1,1,95,1.1471771122554109,0.8632946324409938,0.990007
Am_Am1C2H1N3O4S2,1,95,0.4711239164679961,0.8476622854472737,0.730053
Am_Am1C2H3N5O8S2,1,95,0.4543166138434367,0.8148712457987657,0.388913
Am_Am1C3H4N4O8S1,1,95,0.4969172917437323,0.852556676767201,0.626769
Am_Am1C4H10N3O2,1,95,1.4362145074699004,0.8500664258164796,1.104637
Am_Am1C4H13N3O7P1S1,1,95,0.623942708438018,0.8176720694837036,0.623224
Am_Am1C5Cl1H13N1O3P1,1,95,1.0712386747920235,0.7621784458688239,0.856865
Am_Am1C5Cl1H13N4S1,1,95,0.5093157927321152,0.7629947376712765,0.761755
Am_Am1C5Cl1H9N4O4P1S1,1,95,0.3393554184947307,0.7611409069711619,0.585605
Am_Am1C5F1H11N4S1,1,95,0.7249119169189311,0.8357785475990449,0.863902
Am_Am1C5F3H17N4O3P1,1,95,0.3832354571501235,0.8199060977859929,0.588406
Am_Am1C5F4H15O4P2,1,95,0.978980386340578,0.7812243440291502,0.884704
Am_Am1C5H13N2O3S1,1,95,0.7931153483489468,0.7953494683430349,0.849567
Am_Am1C5H14N2O9S1,1,95,0.3063461225100616,0.7648124515687873,0.426118
Am_Am1C5H16N1O5P1,1,95,0.8245831515655158,0.7708468274902711,0.76248
Am_Am1C5H9N1O4,1,95,1.0861634156785054,0.786076849578645,0.918042
Am_Am1C6F3H12N3O5P1,1,95,0.8679457533696855,0.8094107775652302,0.758126
Am_Am1C6H14N2O8P1S2,1,95,0.5443106252399275,0.8170067191016366,0.429598
Am_Am1C6H14N4O3S1,1,95,0.5262420075201764,0.8253471401039549,0.767063
Am_Am1C6H15N1O6,1,95,0.6648662710901436,0.7999134220546384,0.680415
Am_Am1C6H19N2O1P1,1,95,1.5277633142927156,0.7505274848364702,1.029418
Am_Am1C6H21N2O3P2,1,95,1.0463912846134569,0.7559614336593719,0.851401
Am_Am1C6H8N3O4S1,1,95,0.9680040348442718,0.8348871191807055,0.675661
Am_Am1C7Cl1H15N1O3,1,95,0.869548194657618,0.7629983444530357,0.836812
Am_Am1C7Cl1H6N2O11S1,1,95,0.5469332379823013,0.760538633713828,0.372892
Am_Am1C7H11N1O4,1,95,1.35772719000439,0.8139334523494197,0.984209
Am_Am1C7H16N1O3,1,95,1.4153779436767469,0.7969651351139753,0.982616
Am_Am1C7H16N6O3S1,1,95,0.4348272227463936,0.8331170097314562,0.618913
Am_Am1C7H17N1O5,1,95,0.7450683449853097,0.7889494891695228,0.767747
Am_Am1C7H18N1O8P2,1,95,0.8381088923466222,0.806298771476333,0.772669
Am_Am1C7H8N10O5S2,1,95,0.2164448545981621,0.7963218535256076,0.448436
Am_Am1C7H8N1O9S1,1,95,0.9712901584186132,0.8396830638143775,0.718897
Am_Am1C8Cl1F3H8O3P1,1,95,1.7340752046381478,0.8514595291069893,1.003747
Am_Am1C8H12N2O3,1,95,0.9609824992295496,0.7813170386056878,0.890841
Am_Am1C8H12N2O6,1,95,0.6164975403372923,0.7910908964179069,0.576166
Am_Am1C8H20N1O6P1,1,95,0.3269712335122192,0.7646993869185981,0.545353
Am_Am1C9H14N4O2P1S1,1,95,0.5535417790288497,0.8004452663642729,0.678607
Am_Am1C9H16I1N3P1,1,95,0.9387410962828742,0.6746008478318772,0.774733
Am_Am1C9H7N1O10S2,1,95,0.7189081042053627,0.7465186055944946,0.430963
Am_AmAsAsF,1,95,-0.6396523248140382,0.0426176308603043,-1.24982
Am_AmBLiI,1,95,0.9453925798735098,0.5815564923908405,0.831599
Am_AmBe,1,95,-1.7840841776365777,-0.9019252292378376,-1.653249
Am_AmBeISe,1,95,-0.5555749734604676,0.3622941732121665,-0.516798
Am_AmBr1,1,95,0.2804456324886369,0.4584181540946046,0.370607
Am_AmBr3,1,95,0.5706100145758755,0.6369224336766048,0.79704
Am_AmBr4,1,95,0.4947679353655065,0.6677689269630509,0.659708
Am_AmBr5,1,95,0.8866992109826666,0.6572568332004358,0.548716
Am_AmBrHMg,1,95,0.4725884625662537,0.3048039671934945,0.271321
Am_AmCSiSnNF,1,95,2.3699003003211767,1.0149882370350125,1.556061
Am_AmCTeCl,1,95,-0.2244190486815542,0.1637017400369791,-0.709139
Am_AmCaFTe,1,95,-0.5603904941069664,0.0121462884492777,-0.395652
Am_AmCaIN,1,95,0.242055299863851,0.5829785575143502,0.611025
Am_AmCaSCl,1,95,-0.1038891940167738,0.3484073475128171,0.534853
Am_AmCl1,1,95,0.3047127613457872,0.3379350679847253,0.379573
Am_AmCl2,1,95,0.597082537181898,0.4902752381374893,0.718486
Am_AmCl3,1,95,0.7033906245789614,0.5839631228572943,0.877823
Am_AmCl5,1,95,0.642755750408426,0.6774624604495267,0.675505
Am_AmClP,1,95,-0.9828357072816738,-0.445702471084392,-1.458736
Am_AmF,1,95,-0.6767913908529776,-0.1037339136458144,-0.529098
Am_AmF1,1,95,0.348787059509439,0.4423006089438255,0.408957
Am_AmF2,1,95,0.6352771424311534,0.6540720847826713,0.798395
Am_AmF3,1,95,0.7939496829461496,0.7845178003559763,1.118504
Am_AmF4,1,95,0.8101892175061172,0.8781942785918453,1.263494
Am_AmF5,1,95,0.8835187733013807,0.937168483947222,1.243569
Am_AmF6,1,95,0.965510282054742,0.9839353455505276,1.186841
Am_AmFP,1,95,0.8039442019667888,0.6021071969509626,0.644093
Am_AmFTe,1,95,1.7948933586285971,0.792876586494297,1.012477
Am_AmGaCSiClClI,1,95,0.5535874649868135,0.6407722189472873,0.761092
Am_AmGePF,1,95,2.2028020811550597,0.9858352795800804,1.514522
Am_AmH1,1,95,0.3548115548126458,0.150985346690686,0.296604
Am_AmH1Li2,1,95,0.0160579477896767,-0.1409171003370097,-0.019235
Am_AmH1Li3,1,95,-0.596303421977675,-0.1760325378157636,0.130577
Am_AmH2,1,95,0.6005404510704943,0.2410275420227003,0.587984
Am_AmH2Li1,1,95,0.3011825466210468,0.0708411437883484,0.267078
Am_AmH2Li2,1,95,0.2278695541302163,-0.0605330370137671,0.296724
Am_AmH2Li3,1,95,-0.1201587253166545,-0.06306000388833,0.101654
Am_AmH3,1,95,0.7721331790511318,0.3067046953110455,0.842649
Am_AmH3Li1,1,95,0.4677560306690117,0.165852946151473,0.59925
Am_AmH3Li2,1,95,0.1076151140400702,0.0558878113776477,0.356269
Am_AmH4,1,95,1.0568131165711854,0.349934741145816,0.848027
Am_AmH4Li1,1,95,-0.0163201282219618,0.185161277104362,0.444138
Am_AmH5,1,95,0.9483254758100352,0.3799974182861849,0.749547
Am_AmH6,1,95,1.0146583509822231,0.4054145235660471,0.716136
Am_AmHCAsSeF,1,95,0.8187470417444944,0.6393610556789202,0.725884
Am_AmHMgBPN,1,95,0.4071113727343844,0.6267614015322207,0.746302
Am_AmHNF,1,95,0.6184621365398277,0.5713176079556523,0.205464
Am_AmHO,1,95,0.959235530479578,0.5870885234301169,0.800898
Am_AmHSnI,1,95,-0.0636056845581451,0.4652406540026423,0.705133
Am_AmI1,1,95,0.2743646388970191,0.4861135772296729,0.375436
Am_AmI2,1,95,0.4960993549827851,0.5795515238557323,0.674255
Am_AmI3,1,95,0.2675774868398424,0.6297922693753593,0.724271
Am_AmI4,1,95,0.8790421777593178,0.6130397783360639,0.590858
Am_AmI6,1,95,1.6405008204345448,0.5966687735648779,0.370795
Am_AmInClP,1,95,0.7430705540352823,0.4074550456581809,0.431275
Am_AmInTeAs,1,95,0.3040890856961676,0.4114800170859118,0.422713
Am_AmKOSBrO,1,95,0.9032824915193658,0.9016773942001386,0.93568
Am_AmLi,1,95,-0.7027078416696982,-0.8971432848378993,-0.50275
Am_AmLiAs,1,95,0.3261960898670037,0.1514702701268284,0.144301
Am_AmLiAsNS,1,95,-1.701987593411857,0.0964210828034932,-2.096563
Am_AmLiK,1,95,-0.3631710258551872,-0.4241430860643793,-0.040523
Am_AmLiSb,1,95,-0.3068434010194234,-0.1963963011288665,-0.835606
Am_AmMgNa,1,95,-1.034184622821919,-0.6416967300136805,-0.486456
Am_AmMgSnCl,1,95,0.0201701230445389,0.2470633465936385,0.415188
Am_AmN,1,95,-1.8444412710907112,-0.8317123143542339,-1.938182
Am_AmNaPLi,1,95,1.500236321922188,0.5100752784405052,0.708009
Am_AmO,1,95,1.6765356624552084,1.0766130560956757,1.423941
Am_AmO1Be2,1,95,0.5779656924849047,0.4238342016847378,0.524349
Am_AmO2,1,95,1.1379953108901022,0.8823895131883828,1.033926
Am_AmO2Be1,1,95,0.8872041005625884,0.7978992481023395,0.755022
Am_AmO2Be2,1,95,0.7433295894442846,0.7428142213255766,0.619067
Am_AmO3,1,95,1.3611570745947643,1.009978823248873,1.085925
Am_AmO3Be1,1,95,0.4289283487639099,0.944496009161288,1.07985
Am_AmPS,1,95,-1.656111668463993,-0.6813541239586085,-2.873567
Am_AmS1,1,95,0.5547388388207188,0.444700261584271,0.590469
Am_AmS2,1,95,0.8730076741363975,0.5749671712762017,0.716722
Am_AmS3,1,95,1.2683607210867052,0.6081571197013613,0.61457
Am_AmS4,1,95,1.3313954887049482,0.6638249351813346,0.511858
Am_AmSb,1,95,-1.177156745510104,-0.8652309712330064,-2.197856
Am_AmSbSe,1,95,0.8281180183433303,0.6142977431731995,0.873775
Am_AmSe,1,95,0.6557621080153968,0.407643452012538,0.352413
Am_AmSi,1,95,0.4776540769238206,0.1823478717883355,0.255293
Am_AmSiBe,1,95,0.9869629078369464,0.4799013730222041,0.878776
Am_AmSiCl,1,95,1.2413552360786764,1.0224546936667602,1.338424
Am_AmSiLiNa,1,95,0.9028329206121914,0.2219077303594463,0.37772
